Entity Pair,Subject,Object,STV+AF8-sum,Rel+AF8-Count,Strength,overall
25516,Alan+AF8-Moore,V+AF8-for+AF8-Vendetta+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
25517,Alan+AF8-Moore,America's+AF8-Best+AF8-Comics,0.4911182523,1,125.6700605049,61.7188604816
25518,Alan+AF8-Moore,The+AF8-League+AF8-of+AF8-Extraordinary+AF8-Gentlemen+AF8AXw-film+AF8-,0.4276426435,1,109.4275699008,46.7958952642
25519,Alan+AF8-Moore,From+AF8-Hell+AF8AXw-film+AF8-,0.5165885091,1,132.1875309881,68.2865595548
25520,Alan+AF8-Moore,Voice+AF8-of+AF8-the+AF8-Fire,0.4240393937,1,108.5055503704,46.0106277921
25521,Alan+AF8-Moore,Watchmen+AF8AXw-film+AF8-,0.4270884395,1,109.2857571095,46.6746834635
25522,Alan+AF8-Moore,The+AF8-New+AF8-Traveller's+AF8-Almanac,0.4276425838,1,109.4275546245,46.7958821985
25523,Alan+AF8-Moore,The+AF8-Mirror+AF8-of+AF8-Love,0.4346316457,1,111.2159545215,48.3379733418
25524,Bremerhaven,Germany,0.4276425838,1,109.4275546245,46.7958821985
25525,Alexandria,+AF8-Virginia+AF8-Virginia,0.4209032059,1,107.7030452533,45.3325570323
25526,Operation+AF8-Clambake,Norway,0.9446017742,1,241.7099375982,228.319635897
25527,Douglas+AF8-Coupland,Canada,0.4229935706,1,108.2379393589,45.7839524438
25528,Douglas+AF8-Coupland,Microserfs,0.4276425838,1,109.4275546245,46.7958821985
25529,Douglas+AF8-Coupland,Girlfriend+AF8-in+AF8-a+AF8-Coma+AF8AXw-novel+AF8-,0.422993511,1,108.2379241081,45.7839395418
25530,Douglas+AF8-Coupland,City+AF8-of+AF8-Glass+AF8AXw-Douglas+AF8-Coupland+AF8-book+AF8-,0.4276426435,1,109.4275699008,46.7958952642
25531,Douglas+AF8-Coupland,Shampoo+AF8-Planet,0.9362533689,1,239.5737013776,224.3016850146
25532,Douglas+AF8-Coupland,JPod,0.4276425838,1,109.4275546245,46.7958821985
25533,Douglas+AF8-Coupland,Polaroids+AF8-from+AF8-the+AF8-Dead,0.4169698358,1,106.6965527107,44.4892440642
25534,Douglas+AF8-Coupland,The+AF8-Gum+AF8-Thief,0.4276425838,1,109.4275546245,46.7958821985
25535,Douglas+AF8-Coupland,JPod+AF8AXw-TV+AF8-series+AF8-,0.4318557382,1,110.5056399245,47.7224947048
25536,Alan+AF8-Baker+AF8AXw-mathematician+AF8-,London,0.4475468695,1,114.5207735723,51.253413705
25537,Alan+AF8-Baker+AF8AXw-mathematician+AF8-,United+AF8-Kingdom,1.2045514583,2,154.1136517905,185.6378240082
25538,Alan+AF8-Baker+AF8AXw-mathematician+AF8-,Harold+AF8-Davenport,0.7259566188,1,185.7618033565,134.8550106669
25539,Alan+AF8-Baker+AF8AXw-mathematician+AF8-,University+AF8-of+AF8-Cambridge,0.4895843565,1,125.2775587457,61.3339329824
25540,Anne+AF8-Rice,The+AF8-Queen+AF8-of+AF8-the+AF8-Damned,0.9513282776,1,243.431152571,231.5829390895
25541,Anne+AF8-Rice,Interview+AF8-with+AF8-the+AF8-Vampire,0.4143023491,1,106.0139814289,43.9218415434
25542,Anne+AF8-Rice,The+AF8-Vampire+AF8-Lestat,0.4276425838,1,109.4275546245,46.7958821985
25543,Anne+AF8-Rice,Memnoch+AF8-the+AF8-Devil,0.4474327564,1,114.4915736797,51.2272803961
25544,Anne+AF8-Rice,The+AF8-Claiming+AF8-of+AF8-Sleeping+AF8-Beauty,0.5711666346,1,146.1532842496,83.4778795006
25545,Anne+AF8-Rice,Blackwood+AF8-Farm,0.4588763714,1,117.4198293141,53.8811852061
25546,Anne+AF8-Rice,Blood+AF8-Canticle,0.4826155603,1,123.4943445484,59.6002922881
25547,Anne+AF8-Rice,Lives+AF8-of+AF8-the+AF8-Mayfair+AF8-Witches,0.4816593528,1,123.2496648733,59.3643538157
25548,Anne+AF8-Rice,Taltos+AF8AXw-novel+AF8-,0.4455550313,1,114.0110909736,50.7982152073
25549,Anne+AF8-Rice,Exit+AF8-to+AF8-Eden,0.4276426435,1,109.4275699008,46.7958952642
25550,Anne+AF8-Rice,Merrick+AF8AXw-novel+AF8-,0.4616908431,1,118.1400119324,54.5441617129
25551,Anne+AF8-Rice,Servant+AF8-of+AF8-the+AF8-Bones,0.4344629347,1,111.1727838157,48.3004539153
25552,Anne+AF8-Rice,The+AF8-Mummy+AF8AXw-novel+AF8-,0.5163173676,1,132.1181497983,68.214895316
25553,Anne+AF8-Rice,Belinda+AF8AXw-Rice+AF8-novel+AF8-,0.4134325087,1,105.7914018461,43.7376046641
25554,Anne+AF8-Rice,The+AF8-Witching+AF8-Hour+AF8AXw-novel+AF8-,0.4163707495,1,106.5432551877,44.3614950167
25555,Anne+AF8-Rice,Exit+AF8-to+AF8-Eden+AF8AXw-film+AF8-,0.618924737,1,158.3738921991,98.021519577
25556,Anne+AF8-Rice,Queen+AF8-of+AF8-the+AF8-Damned+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
25557,Anne+AF8-Rice,Angel+AF8-Time,0.4849284887,1,124.0861894871,60.1729283365
25558,Alan+AF8-Alda,Everyone+AF8-Says+AF8-I+AF8-Love+AF8-You,0.4276425838,1,109.4275546245,46.7958821985
25559,Alan+AF8-Alda,Flirting+AF8-with+AF8-Disaster,0.42865327,1,109.6861746112,47.0173374209
25560,Alan+AF8-Alda,What+AF8-Women+AF8-Want,0.3860255778,1,98.7783644599,38.1309752148
25561,Alan+AF8-Alda,Canadian+AF8-Bacon,0.5192476511,1,132.8679669818,68.9913797618
25562,Alan+AF8-Alda,The+AF8-Aviator,0.4276425838,1,109.4275546245,46.7958821985
25563,Alan+AF8-Alda,Manhattan+AF8-Murder+AF8-Mystery,0.4601654112,1,117.7496759629,54.1843280581
25564,Alan+AF8-Alda,War+AF8-of+AF8-Nerves+AF8AXw-M+ACo-A+ACo-S+ACo-H+AF8-,0.8552851676,2,109.4275546245,93.591764397
25565,Alan+AF8-Alda,The+AF8-Late+AF8-Captain+AF8-Pierce,0.4069427848,1,104.1307753242,42.3752676938
25566,Alan+AF8-Alda,Margaret's+AF8-Engagement,0.3993825912,1,102.1962310822,40.8153955805
25567,Alan+AF8-Alda,Jenny+AF8AXw-film+AF8-,0.4767778218,1,122.0005516643,58.1671572809
25568,Alan+AF8-Alda,The+AF8-Longjohn+AF8-Flap,0.4040887356,1,103.4004653958,41.7829633223
25569,Alan+AF8-Alda,Betsy's+AF8-Wedding,0.4276425838,1,109.4275546245,46.7958821985
25570,Alan+AF8-Alda,Resurrecting+AF8-the+AF8-Champ,0.4458721578,1,114.0922390601,50.870552818
25571,Alan+AF8-Alda,Dreams+AF8AXw-M+ACo-A+ACo-S+ACo-H+AF8-,0.474442184,1,121.4028957184,57.5986549886
25572,Alan+AF8-Alda,The+AF8-Four+AF8-Seasons+AF8AXw-film+AF8-,1.2407752275,3,105.8321474734,131.3139068582
25573,Alan+AF8-Alda,California+AF8-Suite+AF8AXw-film+AF8-,0.4335386753,1,110.9362791976,48.095167526
25574,Alan+AF8-Alda,The+AF8-Seduction+AF8-of+AF8-Joe+AF8-Tynan,0.4934358597,1,126.2631027322,62.302742645
25575,Alan+AF8-Alda,Sweet+AF8-Liberty,1.3027179837,3,111.1155660683,144.7522461862
25576,Alan+AF8-Alda,And+AF8-the+AF8-Band+AF8-Played+AF8-On+AF8AXw-film+AF8-,0.4770040512,1,122.0584404971,58.2223706003
25577,Alan+AF8-Alda,Nothing+AF8-But+AF8-the+AF8-Truth+AF8AXw-2008+AF8-film+AF8-,0.5350449085,1,136.9102567643,73.2531358032
25578,Alan+AF8-Alda,Diminished+AF8-Capacity,0.4148673415,1,106.1585548158,44.0417174139
25579,Alan+AF8-Alda,Flash+AF8-of+AF8-Genius+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
25580,Alan+AF8-Alda,Same+AF8-Time+AF8AXw-Next+AF8-Year+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
25581,Alan+AF8-Alda,Whispers+AF8-in+AF8-the+AF8-Dark+AF8AXw-film+AF8-,0.4219575226,1,107.9728296542,45.559947709
25582,2001+AF8-anthrax+AF8-attacks,Boca+AF8-Raton+AF8AXw-Florida,0.4390053749,1,112.3351285913,49.3157252417
25583,Maria+AF8-Temryukovna,Ivan+AF8-IV+AF8-of+AF8-Russia,0.4276425838,1,109.4275546245,46.7958821985
25584,Marfa+AF8-Sobakina,Ivan+AF8-IV+AF8-of+AF8-Russia,0.4106097221,1,105.0690915651,43.1423904889
25585,Wilhelm+AF8-Brasse,+//0Axf/9ALs-ywiec,0.4096850157,1,104.8324725662,42.9482931691
25586,Anna+AF8-Koltovskaya,Ivan+AF8-IV+AF8-of+AF8-Russia,0.5031956434,1,128.7604902806,64.7917177512
25587,Vasilisa+AF8-Melentyeva,Ivan+AF8-IV+AF8-of+AF8-Russia,0.4276425838,1,109.4275546245,46.7958821985
25588,Benito+AF8-Mussolini,Romano+AF8-Mussolini,0.4667284191,1,119.4290548009,55.7409339418
25589,Benito+AF8-Mussolini,Edda+AF8-Mussolini,0.4276425838,1,109.4275546245,46.7958821985
25590,Benito+AF8-Mussolini,Rachele+AF8-Mussolini,0.5664188266,1,144.938388823,82.0958321264
25591,Benito+AF8-Mussolini,Ida+AF8-Dalser,0.4252769947,1,108.8222345739,46.2795928761
25592,Benito+AF8-Mussolini,Vittorio+AF8-Mussolini,0.4255912602,1,108.9026505719,46.348016296
25593,Benito+AF8-Mussolini,Bruno+AF8-Mussolini,0.3849399984,1,98.500580386,37.9168132562
25594,Santa+AF8-Fe,+AF8-New+AF8-Mexico+AF8-New+AF8-Mexico,0.7193117142,1,184.061468337,132.3975703076
25595,Providence,+AF8-Rhode+AF8-Island+AF8-Rhode+AF8-Island,0.7649012208,1,195.7271639734,149.7119466669
25596,Jorge+AF8-Poza,Tulancingo,0.4662948251,1,119.3181043649,55.6374146061
25597,Princess+AF8-Alice+AF8-of+AF8-the+AF8-United+AF8-Kingdom,Alexandra+AF8-Feodorovna+AF8AXw-Alix+AF8-of+AF8-Hesse+AF8-,0.4366258681,1,111.7262472025,48.7825696744
25598,Princess+AF8-Alice+AF8-of+AF8-the+AF8-United+AF8-Kingdom,Ernest+AF8-Louis+AF8AXw-Grand+AF8-Duke+AF8-of+AF8-Hesse,0.4276425838,1,109.4275546245,46.7958821985
25599,Duchess+AF8-Helen+AF8-of+AF8-Mecklenburg+AC0-Schwerin,Prince+AF8-Philippe+AF8AXw-Count+AF8-of+AF8-Paris,0.425349474,1,108.8407809789,46.2953689391
25600,Frederick+AF8-Louis,+AF8-Hereditary+AF8-Grand+AF8-Duke+AF8-of+AF8-Mecklenburg+AC0-Schwerin+AF8-Duchess+AF8-Helen+AF8-of+AF8-Mecklenburg+AC0-Schwerin,0.4825718701,1,123.4831648578,59.5895017913
25601,Princess+AF8-Louise+AF8-of+AF8-Hesse+AC0-Darmstadt+AF8AXw-1757+//0A4v/9AID//QCT-1830+AF8-,Charles+AF8-Augustus+AF8AXw-Grand+AF8-Duke+AF8-of+AF8-Saxe+AC0-Weimar+AC0-Eisenach,0.4276425838,1,109.4275546245,46.7958821985
25602,Michael+AF8-Hemmingson,The+AF8-Watermelon,0.8552852273,2,109.4275622626,93.5917774627
25603,Fatimah+AF8-bint+AF8-al+AC0-Hasan,Muhammad+AF8-al+AC0-Baqir,0.4344629347,1,111.1727838157,48.3004539153
25604,Elizabeth+AF8-de+AF8-Badlesmere,+AF8-Countess+AF8-of+AF8-Northampton+AF8-Edmund+AF8-Mortimer,0.4276426435,1,109.4275699008,46.7958952642
25605,Elizabeth+AF8-de+AF8-Badlesmere,+AF8-Countess+AF8-of+AF8-Northampton+AF8-William+AF8-de+AF8-Bohun+AF8AXw-1st+AF8-Earl+AF8-of+AF8-Northampton,0.4480448067,1,114.6481885029,51.3675254563
25606,Princess+AF8-Maria+AF8-Luisa+AF8-Immaculata+AF8-of+AF8-Bourbon+AC0-Two+AF8-Sicilies,Prince+AF8-Henry+AF8AXw-Count+AF8-of+AF8-Bardi,0.4143873155,1,106.0357231023,43.9398586435
25607,Prince+AF8-Henry,+AF8-Count+AF8-of+AF8-Bardi+AF8-Parma,0.4761152267,1,121.8310031576,58.0055956875
25608,Prince+AF8-Henry,+AF8-Count+AF8-of+AF8-Bardi+AF8-Princess+AF8-Maria+AF8-Luisa+AF8-Immaculata+AF8-of+AF8-Bourbon+AC0-Two+AF8-Sicilies,0.5088149309,1,130.1983847119,66.2468821205
25609,Countess+AF8-Maria+AF8-Carolina+AF8-Zamoyska,Prince+AF8-Ferdinand+AF8AXw-Duke+AF8-of+AF8-Castro,0.4276425838,1,109.4275546245,46.7958821985
25610,Nicole,+AF8-Duchess+AF8-of+AF8-Lorraine+AF8-Charles+AF8-IV+AF8AXw-Duke+AF8-of+AF8-Lorraine,0.4475468695,1,114.5207735723,51.253413705
25611,Camilla+AF8-Martelli,Virginia+AF8-de'+AF8-Medici,0.4199478924,1,107.4585943399,45.1270102133
25612,Carol+AF8-Hughes,Espanola+AF8AXw-Ontario,0.4195937812,1,107.3679824033,45.0509377164
25613,Carol+AF8-Hughes,Sables+AC0-Spanish+AF8-Rivers+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25614,Carol+AF8-Hughes,Blind+AF8-River+AF8AXw-Ontario,0.5198202729,1,133.0144926219,69.1436298544
25615,Carol+AF8-Hughes,Hearst+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25616,Carol+AF8-Hughes,Chapleau+AF8AXw-Ontario,0.4319685102,1,110.5344966489,47.7474218431
25617,Carol+AF8-Hughes,Gore+AF8-Bay+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25618,Carol+AF8-Hughes,Thessalon+AF8AXw-Ontario,0.4191691279,1,107.2593197632,44.9597955243
25619,Carol+AF8-Hughes,Smooth+AF8-Rock+AF8-Falls+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25620,Carol+AF8-Hughes,Assiginack,0.5195811987,1,132.9533169905,69.0800438131
25621,Carol+AF8-Hughes,Tehkummah,0.4276425838,1,109.4275546245,46.7958821985
25622,Carol+AF8-Hughes,Sultan+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25623,Carol+AF8-Hughes,Billings+AF8AXw-Ontario,0.4354399741,1,111.4227940728,48.5179385652
25624,Carol+AF8-Hughes,Huron+AF8-Shores+AF8AXw-Ontario,0.4962947369,1,126.9946480759,63.0267754545
25625,Carol+AF8-Hughes,Mattice+AC0-Val+AF8-C+//0Aw//9ALQ-t+//0Aw//9AKkAXwBf-Ontario,0.408759743,1,104.5957086592,42.7545149904
25626,Carol+AF8-Hughes,North+AF8-Shore+AF8AXw-Ontario,0.4193560183,1,107.3071423146,44.9998959362
25627,Carol+AF8-Hughes,Opasatika+AF8AXw-Ontario,0.3993825912,1,102.1962310822,40.8153955805
25628,Carol+AF8-Hughes,Bruce+AF8-Mines+AF8AXw-Ontario,0.4555718601,1,116.5742526469,53.1079491181
25629,Carol+AF8-Hughes,Val+AF8-Rita+AC0-Harty+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25630,Carol+AF8-Hughes,Spanish+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25631,Carol+AF8-Hughes,Say+AF8-a+AF8-Little+AF8-Prayer+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
25632,Carol+AF8-Hughes,Rainbow+AF8-Country+AF8AXw-Ontario,0.4276425838,1,109.4275546245,46.7958821985
25633,Count+AF8-Flemming+AF8-Valdemar+AF8-of+AF8-Rosenborg,Stockholm,0.4276425838,1,109.4275546245,46.7958821985
25634,Count+AF8-Flemming+AF8-Valdemar+AF8-of+AF8-Rosenborg,Antibes,0.4925567806,1,126.0381590996,62.0809498789
25635,Bradford+AF8-Keeney,Granite+AF8-City+AF8AXw-Illinois,0.439309746,1,112.4130127554,49.3841320807
25636,Chantal+AF8-de+AF8-Chevron+AC0-Villette,Prince+AF8-Ferdinand+AF8AXw-Duke+AF8-of+AF8-Castro,0.7533462048,1,192.7704024336,145.2228510711
25637,Chantal+AF8-de+AF8-Chevron+AC0-Villette,Prince+AF8-Carlo+AF8AXw-Duke+AF8-of+AF8-Castro,0.411806196,1,105.3752519383,43.3941816533
25638,Duchess+AF8-Violante+AF8-Beatrice+AF8-of+AF8-Bavaria,Ferdinando+AF8-de'+AF8-Medici+AF8AXw-Grand+AF8-Prince+AF8-of+AF8-Tuscany,0.4184450209,1,107.0740312506,44.8045952445
25639,Gillette,+AF8-Wyoming+AF8-Wyoming,0.5607495904,1,143.4877132415,80.4606764276
25640,Simon+AF8-of+AF8-Dammartin,Joan+AF8AXw-Countess+AF8-of+AF8-Ponthieu,0.4276425838,1,109.4275546245,46.7958821985
25641,Presidency+AF8-of+AF8-Barack+AF8-Obama,Michelle+AF8-Obama,0.4276425838,1,109.4275546245,46.7958821985
25642,Peter+AF8-Guinness+AF8AXw-actor+AF8-,Liverpool,0.4241536558,1,108.5347883898,46.035427277
25643,Peter+AF8-Guinness+AF8AXw-actor+AF8-,Alien+AF8-3,0.4180745184,1,106.9792250173,44.7252879779
25644,James+AF8-Franklin+AF8AXw-printer+AF8-,Newport+AF8AXw-Rhode+AF8-Island,0.4721821249,1,120.8245792691,57.0512065794
25645,James+AF8-Franklin+AF8AXw-printer+AF8-,Boston,0.4276425838,1,109.4275546245,46.7958821985
25646,Mary+AF8-FitzAlan,Philip+AF8-Howard+AF8AXw-20th+AF8-Earl+AF8-of+AF8-Arundel,0.426105231,1,109.034168269,46.4600294571
25647,Russell+AF8-Payne+AF8AXw-author+AF8-,England,0.4225498736,1,108.1244037113,45.6879531213
25648,Johann+AF8-Georg+AF8-Macasius,Germany,0.6545621157,1,167.4929821871,109.6345607853
25649,Johann+AF8-Georg+AF8-Macasius,Cheb,0.4240394235,1,108.5055579958,46.0106342591
25650,Johann+AF8-Georg+AF8-Macasius,University+AF8-of+AF8-Jena,0.4070726931,1,104.16401698,42.4023269162
25651,Johann+AF8-Georg+AF8-Macasius,Johannes+AF8-Musaeus,0.3989317715,1,102.0808728386,40.7233034378
25652,Ippolita+AF8-Maria+AF8-Sforza,Naples,0.7292645574,1,186.6082570203,136.0867879631
25653,Ippolita+AF8-Maria+AF8-Sforza,Cremona,0.4276425838,1,109.4275546245,46.7958821985
25654,Ippolita+AF8-Maria+AF8-Sforza,Alfonso+AF8-II+AF8-of+AF8-Naples,0.4346316457,1,111.2159545215,48.3379733418
25655,Emmanuel+AF8-Stupanus,Basel,0.4276425838,1,109.4275546245,46.7958821985
25656,Emmanuel+AF8-Stupanus,University+AF8-of+AF8-Basel,0.4219068587,1,107.9598654946,45.5490077165
25657,Emmanuel+AF8-Stupanus,Petrus+AF8-Ryff,0.4274857044,1,109.3874114541,46.7615546379
25658,Theodora+AF8-Smilets+AF8-of+AF8-Bulgaria,Stephen+AF8-Uro+//0Axf/9AKEAXw-IV+AF8-Du+//0Axf/9AKE-an+AF8-of+AF8-Serbia,0.4432447255,1,113.4199171202,50.2727800302
25659,Eleni+AF8-Andros+AF8-Cooper,Marina+AF8-Cooper,0.4276425838,1,109.4275546245,46.7958821985
25660,Trail,+AF8-British+AF8-Columbia+AF8-British+AF8-Columbia,0.4106097221,1,105.0690915651,43.1423904889
25661,Loma+AF8-Linda,+AF8-California+AF8-San+AF8-Bernardino+AF8-County+AF8AXw-California,0.4191691279,1,107.2593197632,44.9597955243
25662,The+AF8-Pentagon,Arlington+AF8-County+AF8AXw-Virginia,0.4153618217,1,106.2850851501,44.1467665875
25663,Eleanor+AF8-of+AF8-Sicily,John+AF8-I+AF8-of+AF8-Aragon,0.3852240741,1,98.5732712506,37.9727971485
25664,Sophia+AF8-Tolstaya,Leo+AF8-Tolstoy,0.7173006535,1,183.5468669784,131.6582876315
25665,Sittas,Sophia+AF8AXw-empress+AF8-,0.3852240741,1,98.5732712506,37.9727971485
25666,Ignace+AF8-Schott,France,0.4158461094,1,106.409007371,44.2497717204
25667,Ignace+AF8-Schott,Dabo+AF8AXw-Moselle,0.4276425838,1,109.4275546245,46.7958821985
25668,Soamanas+AF8-Vadhanavadi,Mongkut,0.4172903001,1,106.778554892,44.5576552151
25669,Mark+AF8-Lindquist+AF8AXw-sculptor+AF8-,Oakland+AF8AXw-California,0.4169176221,1,106.6831919797,44.4781027182
25670,Princess+AF8-Therese+AF8-of+AF8-Saxe+AC0-Altenburg,Prince+AF8-August+AF8AXw-Duke+AF8-of+AF8-Dalarna,0.4276425838,1,109.4275546245,46.7958821985
25671,Nathalie+AF8-Delon,When+AF8-Eight+AF8-Bells+AF8-Toll+AF8AXw-1971+AF8-film+AF8-,0.3939786553,1,100.8134420118,39.71834432
25672,Peter+AF8-Paul+AF8-Rubens,Antwerp,0.7499153018,1,191.8924839576,143.9031100202
25673,Peter+AF8-Paul+AF8-Rubens,Siegen,0.4276425838,1,109.4275546245,46.7958821985
25674,Peter+AF8-Paul+AF8-Rubens,Assumption+AF8-of+AF8-the+AF8-Virgin+AF8-Mary+AF8AXw-Rubens+AF8-,0.4162012637,1,106.4998862218,44.3253872294
25675,Peter+AF8-Paul+AF8-Rubens,The+AF8-Descent+AF8-from+AF8-the+AF8-Cross,0.4276425838,1,109.4275546245,46.7958821985
25676,Peter+AF8-Paul+AF8-Rubens,The+AF8-Elevation+AF8-of+AF8-the+AF8-Cross+AF8AXw-Rubens+AF8-,0.4927456379,1,126.0864849523,62.1285654584
25677,Peter+AF8-Paul+AF8-Rubens,Perseus+AF8-Freeing+AF8-Andromeda+AF8AXw-Rubens+AF8-,0.4107281864,1,105.0994048668,43.1672879527
25678,Peter+AF8-Paul+AF8-Rubens,The+AF8-Gonzaga+AF8-Family+AF8-in+AF8-Adoration+AF8-of+AF8-the+AF8-Holy+AF8-Trinity,0.4276425838,1,109.4275546245,46.7958821985
25679,Infante+AF8-Antonio,+AF8-Duke+AF8-of+AF8-Galliera+AF8-Paris,0.4155194759,1,106.3254265806,44.1802855276
25680,Infante+AF8-Antonio,+AF8-Duke+AF8-of+AF8-Galliera+AF8-Seville,0.4276425838,1,109.4275546245,46.7958821985
25681,Infante+AF8-Antonio,+AF8-Duke+AF8-of+AF8-Galliera+AF8-Infante+AF8-Alfonso+AF8AXw-Duke+AF8-of+AF8-Galliera,0.4318557382,1,110.5056399245,47.7224947048
25682,George+AF8-Mason+AF8-V,Richard+AF8-Barnes+AF8-Mason,0.6471382976,1,165.5933344639,107.1617885589
25683,George+AF8-Mason+AF8-V,Gunston+AF8-Hall,0.4134325087,1,105.7914018461,43.7376046641
25684,Thomson+AF8-Mason,Stevens+AF8-Thomson+AF8-Mason+AF8AXw-Virginia+AF8-,0.4759004116,1,121.7760350791,57.9532652172
25685,Anita+AF8-de+AF8-Braganza,Newport+AF8AXw-Rhode+AF8-Island,0.8425119221,2,107.7933101963,90.817148963
25686,Anita+AF8-de+AF8-Braganza,New+AF8-York+AF8-City,0.8156759143,2,104.3598369868,85.1238054504
25687,Dorchester+AF8-Square,Montreal,0.5197447538,1,132.995168376,69.1235410442
25688,Marie+AF8-of+AF8-Baden+AC0-Sponheim,Albert+AF8-V+AF8AXw-Duke+AF8-of+AF8-Bavaria,0.4169176221,1,106.6831919797,44.4781027182
25689,Marcus+AF8-Annius+AF8-Verus+AF8AXw-praetor+AF8-,Marcus+AF8-Aurelius,0.4366379976,1,111.7293509662,48.785280079
25690,Princess+AF8-Maria+AF8-Anna+AF8-of+AF8-Saxony+AF8AXw-1799+//0A4v/9AID//QCT-1832+AF8-,Pisa,0.5353703499,1,136.9935325136,73.3422754358
25691,Princess+AF8-Maria+AF8-Anna+AF8-of+AF8-Saxony+AF8AXw-1799+//0A4v/9AID//QCT-1832+AF8-,Leopold+AF8-II+AF8AXw-Grand+AF8-Duke+AF8-of+AF8-Tuscany,0.4276425838,1,109.4275546245,46.7958821985
25692,Elizabeth+AF8-of+AF8-Sicily,+AF8-Queen+AF8-of+AF8-Hungary+AF8-Ladislaus+AF8-IV+AF8-of+AF8-Hungary,0.4276424348,1,109.4275164975,46.7958495891
25693,Nancy+AF8-Juvonen,Donnie+AF8-Darko,0.4221356511,1,108.0184101621,45.5984219046
25694,Nancy+AF8-Juvonen,Charlie's+AF8-Angels+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
25695,Nancy+AF8-Juvonen,50+AF8-First+AF8-Dates,0.4070726931,1,104.16401698,42.4023269162
25696,Nancy+AF8-Juvonen,Fever+AF8-Pitch+AF8AXw-2005+AF8-film+AF8-,0.4203451574,1,107.56024871,45.212429674
25697,Nancy+AF8-Juvonen,Duplex+AF8AXw-film+AF8-,0.4424990118,1,113.2290997654,50.1037647532
25698,Nancy+AF8-Juvonen,Never+AF8-Been+AF8-Kissed,0.4276425838,1,109.4275546245,46.7958821985
25699,Nancy+AF8-Juvonen,He's+AF8-Just+AF8-Not+AF8-That+AF8-into+AF8-You+AF8AXw-film+AF8-,0.4203598499,1,107.5640083083,45.2155903871
25700,Charles,+AF8-Prince+AF8-of+AF8-Hohenzollern+AC0-Sigmaringen+AF8-Charles+AF8-Anthony+AF8AXw-Prince+AF8-of+AF8-Hohenzollern,0.4037701488,1,103.3189436396,41.7171052472
25701,Charles,+AF8-Prince+AF8-of+AF8-Hohenzollern+AC0-Sigmaringen+AF8-Princess+AF8-Amalie+AF8-of+AF8-Hohenzollern+AC0-Sigmaringen,0.4276425838,1,109.4275546245,46.7958821985
25702,Helvig+AF8-of+AF8-Schleswig,Valdemar+AF8-IV+AF8-of+AF8-Denmark,0.4047470093,1,103.5689081188,41.9192058175
25703,Euphemia+AF8-of+AF8-Pomerania,Valdemar+AF8-IV+AF8-of+AF8-Denmark,0.4276426435,1,109.4275699008,46.7958952642
25704,Cinnamon+AF8-Gardens,Nawala,0.4162326753,1,106.5079239961,44.3320781456
25705,Beatrice+AF8-of+AF8-Silesia,Louis+AF8-IV+AF8AXw-Holy+AF8-Roman+AF8-Emperor,0.533419013,1,136.494213612,72.8086087051
25706,Constance+AF8-of+AF8-France,+AF8-Countess+AF8-of+AF8-Toulouse+AF8-Eustace+AF8-IV+AF8AXw-Count+AF8-of+AF8-Boulogne,0.4276425838,1,109.4275546245,46.7958821985
25707,Bill+AF8-Lewis+AF8-III,Olivia+AF8-Spencer,0.4346316457,1,111.2159545215,48.3379733418
25708,Maria+AF8-Dolgorukaya,Ivan+AF8-IV+AF8-of+AF8-Russia,0.4276426136,1,109.4275622499,46.7958887204
25709,Prince+AF8-Michael+AF8-Feodorovich+AF8-of+AF8-Russia,Paris,0.9346942901,2,119.5873778264,111.7776392224
25710,Agnes+AF8-Leslie,+AF8-Countess+AF8-of+AF8-Morton+AF8-Agnes+AF8-Douglas+AF8AXw-Countess+AF8-of+AF8-Argyll,0.4276425838,1,109.4275546245,46.7958821985
25711,Agnes+AF8-Douglas,+AF8-Countess+AF8-of+AF8-Argyll+AF8-Archibald+AF8-Campbell+AF8AXw-1st+AF8-Marquess+AF8-of+AF8-Argyll,0.4220585823,1,107.9986893704,45.5817737259
25712,Agnes+AF8-Douglas,+AF8-Countess+AF8-of+AF8-Argyll+AF8-Archibald+AF8-Campbell+AF8AXw-7th+AF8-Earl+AF8-of+AF8-Argyll,0.4276425838,1,109.4275546245,46.7958821985
25713,Riazuddin+AF8AXw-physicist+AF8-,Islamabad+AF8-Capital+AF8-Territory,0.4475468695,1,114.5207735723,51.253413705
