Subject,Predicate,Object,stv,MturkTruth
concept:sportsteam:atlanta+AF8-braves,concept:teamhomestadium,concept:stadiumoreventvenue:turner+AF8-field,0.4171752036,1
concept:personmexico:joel+AF8-zumaya,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276426435,1
concept:athlete:claudio+AF8-vargas,concept:athleteplayssport,concept:sport:baseball,0.4534059167,1
concept:athlete:troy+AF8-tulowitzki,concept:athleteplayssport,concept:sport:baseball,0.4344629347,1
concept:coach:mark+AF8-hendrickson,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:kevin+AF8-cash,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:harmon+AF8-killebrew,concept:athleteplaysinleague,concept:sportsleague:mlb,0.426105231,1
concept:sportsteam:new+AF8-york+AF8-mets,concept:teamplaysinleague,concept:sportsleague:mlb,0.4162326753,1
concept:athlete:mike+AF8-jacobs,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:jacque+AF8-jones,concept:athleteplayssport,concept:sport:baseball,0.4158916473,1
concept:athlete:fernando+AF8-abad,concept:coachesteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4333812594,0
concept:personasia:rick+AF8-ankiel,concept:athleteledsportsteam,concept:sportsteam:louis+AF8-cardinals,0.0427642584,0
concept:athlete:jair+AF8-jurrjens,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4467203617,1
concept:athlete:josh+AF8-johnson,concept:athleteplayssport,concept:sport:baseball,0.5130563974,1
concept:sportsteam:philadelphia+AF8-phillies,concept:teamhomestadium,concept:stadiumoreventvenue:citizen+AF8-bank+AF8-park,0.4330237806,1
concept:athlete:ronny+AF8-turiaf,concept:athleteplaysforteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.4493889809,1
concept:athlete:bill+AF8-mazeroski,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:jeff+AF8-karstens,concept:athleteplayssport,concept:sport:baseball,0.4234279096,1
concept:athlete:ugueth+AF8-urbina,concept:athleteplayssport,concept:sport:baseball,0.4246463776,1
concept:athlete:chris+AF8-britton,concept:athleteplayssport,concept:sport:baseball,0.4276424646,1
concept:athlete:carl+AF8-crawford,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsteam:bills,concept:teamhomestadium,concept:stadiumoreventvenue:ralph+AF8-wilson+AF8-stadium,0.489992559,1
concept:athlete:ty+AF8-wigginton,concept:athleteplaysforteam,concept:sportsteam:houston+AF8-astros,0.4259421229,0
concept:coach:j+AF8-j+AF8AXw-hardy,concept:athleteplayssport,concept:sport:baseball,0.4643097818,1
concept:sportsteam:n1985+AF8-chicago+AF8-bears,concept:teamplaysinleague,concept:sportsleague:nfl,0.4276425838,1
concept:athlete:ricky+AF8-nolasco,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:portland+AF8-trail+AF8-blazers,concept:teamhomestadium,concept:stadiumoreventvenue:rose+AF8-garden+AF8-arena,0.6498667002,1
concept:athlete:willie+AF8-stargell,concept:athleteplayssport,concept:sport:baseball,0.7095966935,1
concept:personmexico:jose+AF8-contreras,concept:athleteplayssport,concept:sport:baseball,0.4628247619,1
concept:coach:j+AF8-j+AF8AXw-hardy,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4218543768,1
concept:sportsteam:reds,concept:teamplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:daisuke+AF8-matsuzaka,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4180829227,1
concept:personmexico:ian+AF8-snell,concept:athleteplayssport,concept:sport:baseball,0.4820273817,1
concept:athlete:brad+AF8-butler,concept:athleteledsportsteam,concept:sportsteam:charlotte+AF8-bobcats,0.3956604898,0
concept:athlete:jason+AF8-vargas,concept:athleteplaysinleague,concept:sportsleague:mlb,0.467564255,1
concept:personmexico:jason+AF8-marquis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:jason+AF8-vargas,concept:athleteplayssport,concept:sport:baseball,0.3988951445,1
concept:athlete:joe+AF8-mauer,concept:athleteplayssport,concept:sport:baseball,0.4475468695,1
concept:personasia:brett+AF8-gardner,concept:athleteplayssport,concept:sport:baseball,0.4300121665,1
concept:athlete:jeff+AF8-francoeur,concept:athleteplaysforteam,concept:sportsteam:atlanta+AF8-braves,0.4153022468,1
concept:athlete:shawn+AF8-estes,concept:athleteplayssport,concept:sport:baseball,0.4180829227,1
concept:athlete:seneca+AF8-wallace,concept:athleteplaysforteam,concept:sportsteam:seahawks,0.4195937812,1
concept:athlete:damion+AF8-easley,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:nate+AF8-mclouth,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:trent+AF8-green,concept:athleteplaysforteam,concept:sportsteam:rams,0.4153022468,1
concept:athlete:randy+AF8-wolf,concept:athleteplayssport,concept:sport:baseball,0.3854900301,1
concept:sportsteam:leafs,concept:teamplaysinleague,concept:sportsleague:nhl,0.4229934812,1
concept:athlete:ryan+AF8-freel,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276423454,1
concept:personmexico:jason+AF8-frasor,concept:athleteplaysinleague,concept:sportsleague:mlb,0.422993511,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:american+AF8-airlines+AF8-arena,0.446823746,1
concept:athlete:matt+AF8-treanor,concept:athleteplaysinleague,concept:sportsleague:mlb,0.50589782,1
concept:personmexico:jorge+AF8-sosa,concept:athleteplaysinleague,concept:sportsleague:mlb,0.499307543,1
concept:athlete:ramon+AF8-hernandez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4259463549,1
concept:sportsteam:diamondbacks,concept:teamplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:brian+AF8-fuentes,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4106098115,1
concept:athlete:marc+AF8-bulger,concept:athleteplaysforteam,concept:sportsteam:rams,0.4276426733,1
concept:athlete:albert+AF8-pujols,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:bill+AF8-mueller,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:male:alex+AF8-rios,concept:athleteplaysforteam,concept:sportsteam:blue+AF8-jays,0.4276425838,1
concept:personmexico:alfredo+AF8-amezaga,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:mark+AF8-loretta,concept:athleteplayssport,concept:sport:baseball,0.4998838305,1
concept:personmexico:brian+AF8-fuentes,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:jason+AF8-kubel,concept:athleteplayssport,concept:sport:baseball,0.4177514017,1
concept:athlete:brett+AF8-farve,concept:athleteledsportsteam,concept:sportsteam:packers,0.4276425838,1
concept:athlete:craig+AF8-biggio,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:yuniesky+AF8-betancourt,concept:athleteplaysinleague,concept:sportsleague:mlb,0.446823746,1
concept:athlete:ryan+AF8-freel,concept:athleteledsportsteam,concept:sportsteam:reds,0.4325021505,1
concept:sportsteam:clippers,concept:teamhomestadium,concept:stadiumoreventvenue:staples+AF8-center,0.4276425838,1
concept:athlete:matt+AF8-holliday,concept:athleteplaysforteam,concept:sportsteam:colorado+AF8-rockies,0.4276425838,1
concept:athlete:mike+AF8-cameron,concept:athleteplayssport,concept:sport:baseball,0.965231508,1
concept:athlete:mike+AF8-cameron,concept:athleteledsportsteam,concept:sportsteam:brewers,0.4318557382,1
concept:athlete:lenny+AF8-dykstra,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4762189686,1
concept:athlete:octavio+AF8-dotel,concept:athleteplayssport,concept:sport:baseball,0.4373797476,1
concept:athlete:george+AF8-sherrill,concept:athleteplayssport,concept:sport:baseball,0.4574847221,1
concept:personus:kobe+AF8-bryant,concept:athleteledsportsteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.7264121056,1
concept:athlete:scott+AF8-linebrink,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4786732495,1
concept:athlete:clay+AF8-buchholz,concept:athleteplayssport,concept:sport:baseball,0.4177514613,1
concept:athlete:casey+AF8-blake,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4196336567,1
concept:athlete:mike+AF8-lowell,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:wilson+AF8-chandler,concept:athleteplaysforteam,concept:sportsteam:knicks,0.4504233599,1
concept:personmexico:carl+AF8-pavano,concept:athleteplaysinleague,concept:sportsleague:mlb,1,1
concept:personmexico:michael+AF8-bourn,concept:athleteledsportsteam,concept:sportsteam:houston+AF8-astros,0.4259463847,0
concept:coach:scott+AF8-schoeneweis,concept:athleteplayssport,concept:sport:baseball,0.3993825614,1
concept:athlete:blake+AF8-dewitt,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:ralph+AF8-wilson+AF8-stadium,0.4261480272,1
concept:sportsteam:atlanta+AF8-hawks,concept:teamhomestadium,concept:stadiumoreventvenue:philips+AF8-arena,0.501691103,1
concept:athlete:andrea+AF8-bargnani,concept:athleteledsportsteam,concept:sportsteam:raptors,0.497374922,1
concept:athlete:evan+AF8-longoria,concept:athleteplayssport,concept:sport:baseball,0.4365056455,1
concept:athlete:charlie+AF8-batch,concept:athleteledsportsteam,concept:sportsteam:steelers,0.4338943958,1
concept:athlete:jamie+AF8-moyer,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5829318166,1
concept:coach:paul+AF8-byrd,concept:athleteplayssport,concept:sport:baseball,0.4762240052,1
concept:athlete:rafael+AF8-soriano,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:jose+AF8-reyes,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:akinori+AF8-iwamura,concept:athleteplaysforteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.4276425838,1
concept:athlete:bernie+AF8-williams,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4276425838,1
concept:athlete:brian+AF8-moehler,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:mavericks,concept:teamhomestadium,concept:stadiumoreventvenue:american+AF8-airlines+AF8-center,0.0159104131,1
concept:athlete:shin+AF8-soo+AF8-choo,concept:athleteplayssport,concept:sport:baseball,0.4143873751,1
concept:athlete:coco+AF8-crisp,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.3992563188,1
concept:athlete:jed+AF8-lowrie,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4476759434,1
concept:athlete:mark+AF8-reynolds,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4782646596,1
concept:athlete:shelley+AF8-duncan,concept:athleteplayssport,concept:sport:baseball,0.395940274,1
concept:personmexico:michael+AF8-bourn,concept:athleteplayssport,concept:sport:baseball,0.4166200161,1
concept:athlete:mike+AF8-schmidt,concept:athleteplayssport,concept:sport:baseball,0.4956986308,1
concept:athlete:chuck+AF8-james,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4631760418,1
concept:personmexico:freddy+AF8-sanchez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4476759434,1
concept:coach:mark+AF8-kotsay,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4335804582,1
concept:athlete:ryan+AF8-theriot,concept:athleteplayssport,concept:sport:baseball,0.5158090591,1
concept:athlete:koyie+AF8-hill,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5640068054,1
concept:coach:seth+AF8-smith,concept:athleteplayssport,concept:sport:baseball,0.4154525697,1
concept:personmexico:matt+AF8-diaz,concept:athleteplaysinleague,concept:sportsleague:mlb,0.9362545609,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:mcafee+AF8-coliseum,0.4276426435,1
concept:male:dye,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.1722479284,0
concept:athlete:rick+AF8-vandenhurk,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4113820791,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:comerica,0.4254616201,1
concept:personmexico:david+AF8-dejesus,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4475468695,1
concept:athlete:kip+AF8-wells,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:josh+AF8-hamilton,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4318322241,1
concept:coach:mike+AF8-fontenot,concept:athleteplayssport,concept:sport:baseball,0.4107668698,1
concept:athlete:jim+AF8-rice,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:philadelphia+AF8-76ers,concept:teamplaysinleague,concept:sportsleague:nba,0.5158090591,1
concept:athlete:freddie+AF8-jones,concept:athleteplaysforteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.4749694765,1
concept:athlete:eric+AF8-gordon,concept:athleteplaysforteam,concept:sportsteam:clippers,0.4276425838,0
concept:athlete:david+AF8-price,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4906888008,1
concept:personmexico:alex+AF8-rodriguez,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.446823746,1
concept:personmexico:jason+AF8-marquis,concept:athleteplayssport,concept:sport:baseball,0.5020970702,1
concept:sportsteam:oakland+AF8-athletics,concept:teamplaysinleague,concept:sportsleague:mlb,0.4181512892,1
concept:athlete:woody+AF8-williams,concept:athleteplayssport,concept:sport:baseball,0.420143038,1
concept:athlete:mark+AF8-grace,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4547978938,1
concept:athlete:fabricio+AF8-oberto,concept:athleteplaysforteam,concept:sportsteam:san+AF8-antonio,0.408213675,1
concept:personmexico:luke+AF8-hudson,concept:athleteplayssport,concept:sport:baseball,0.4115637541,1
concept:sportsteam:iowa+AF8-state,concept:teamhomestadium,concept:stadiumoreventvenue:jack+AF8-trice+AF8-stadium,0.5664188266,1
concept:athlete:george+AF8-brett,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:tim+AF8-hudson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3989317715,1
concept:personmexico:alexi+AF8-casilla,concept:athleteplayssport,concept:sport:baseball,0.4318557382,1
concept:athlete:joba+AF8-chamberlain,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6202318072,1
concept:athlete:walter+AF8-payton,concept:athleteledsportsteam,concept:sportsteam:broncos,0.2629473686,0
concept:athlete:phil+AF8-nevin,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:jason+AF8-kendall,concept:athleteplayssport,concept:sport:baseball,0.4372947514,1
concept:athlete:jackie+AF8-robinson,concept:athleteplaysforteam,concept:sportsteam:brooklyn+AF8-dodgers,0.4466849864,1
concept:athlete:milton+AF8-bradley,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6821832657,1
concept:athlete:felix+AF8-pie,concept:athleteledsportsteam,concept:sportsteam:chicago+AF8-cubs,0.7276426435,1
concept:athlete:chipper+AF8-jones,concept:athleteplaysforteam,concept:sportsteam:atlanta+AF8-braves,0.4276425838,1
concept:athlete:peter+AF8-moylan,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4474327564,1
concept:sportsteam:new+AF8-york+AF8-giants,concept:teamhomestadium,concept:stadiumoreventvenue:giants+AF8-stadium,0.4176021516,1
concept:personmexico:jay+AF8-gibbons,concept:athleteledsportsteam,concept:sportsteam:orioles,0.5916664004,1
concept:athlete:rickey+AF8-henderson,concept:athleteplayssport,concept:sport:baseball,0.4152041972,1
concept:athlete:bart+AF8-starr,concept:athleteplaysforteam,concept:sportsteam:packers,0.4919268191,1
concept:personmexico:nick+AF8-punto,concept:athleteplaysforteam,concept:sportsteam:twins,0.4276425838,1
concept:athlete:jim+AF8-kelly,concept:athleteplaysforteam,concept:sportsteam:bills,0.7456231117,1
concept:athlete:jeff+AF8-kent,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:brian+AF8-mccann,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4241876602,1
concept:coach:joe+AF8-borowski,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:jason+AF8-kendall,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6256498814,1
concept:athlete:takashi+AF8-saito,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5276425838,1
concept:athlete:kelly+AF8-johnson,concept:athleteledsportsteam,concept:sportsteam:atlanta+AF8-braves,0.4276425838,1
concept:sportsteam:los+AF8-angeles+AF8-clippers,concept:teamhomestadium,concept:stadiumoreventvenue:staples+AF8-center,0.8276425838,1
concept:personmexico:mark+AF8-teahen,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:memphis+AF8-grizzlies,concept:teamplaysinleague,concept:sportsleague:nba,0.4276425838,1
concept:sportsteam:auburn+AF8-tigers,concept:teamhomestadium,concept:stadiumoreventvenue:jordan+AF8-hare+AF8-stadium,0.4276425838,1
concept:athlete:xavier+AF8-nady,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4059870839,0
concept:sport:baseball,concept:sportusesstadium,concept:stadiumoreventvenue:target+AF8-field,0.4113820195,1
concept:athlete:sam+AF8-cassell,concept:athleteplaysforteam,concept:sportsteam:boston+AF8-celtics,0.0820804238,1
concept:athlete:chad+AF8-bradford,concept:athleteplayssport,concept:sport:baseball,0.7305878401,1
concept:athlete:jacque+AF8-jones,concept:athleteplaysinleague,concept:sportsleague:mlb,0.7305878401,1
concept:personmexico:joey+AF8-gathright,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:alcides+AF8-escobar,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4148673117,1
concept:personmexico:adam+AF8-loewen,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:matt+AF8-garza,concept:athleteplayssport,concept:sport:baseball,0.4793458283,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:paul+AF8-brown+AF8-stadium,0.4276425838,1
concept:athlete:alexei+AF8-ramirez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4065216482,1
concept:athlete:a+AF8-j+AF8AXw-pierzynski,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:james+AF8-loney,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:chris+AF8-lambert,concept:athleteplayssport,concept:sport:baseball,0.9446027875,1
concept:athlete:alexei+AF8-ramirez,concept:athleteplayssport,concept:sport:baseball,0.4424107373,1
concept:coach:jose+AF8-juan+AF8-barea,concept:athletehomestadium,concept:stadiumoreventvenue:quicken+AF8-loans+AF8-arena,0.4258196056,1
concept:athlete:chad+AF8-pennington,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-jets,0.2173130393,0
concept:athlete:robbie+AF8-fowler,concept:athleteplaysforteam,concept:sportsteam:liverpool,0.3957529068,1
concept:sportsteam:buccaneers,concept:teamhomestadium,concept:stadiumoreventvenue:st+AF8AXwBf-pete+AF8-times+AF8-forum,0.5791468024,1
concept:athlete:neal+AF8-cotts,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3949653506,1
concept:athlete:jeremy+AF8-hermida,concept:athleteplayssport,concept:sport:baseball,0.4213554561,1
concept:sportsteam:arizona+AF8-diamondbacks,concept:teamhomestadium,concept:stadiumoreventvenue:chase+AF8-field,0.4276425838,1
concept:sportsteam:royals,concept:teamhomestadium,concept:stadiumoreventvenue:kauffman+AF8-stadium,0.3854900301,1
concept:athlete:shaun+AF8-livingston,concept:athleteplaysforteam,concept:sportsteam:clippers,0.4193560183,1
concept:coach:jose+AF8-juan+AF8-barea,concept:coachesteam,concept:sportsteam:cavaliers,0.4474327564,1
concept:athlete:kelenna+AF8-azubuike,concept:athleteledsportsteam,concept:sportsteam:golden+AF8-state+AF8-warriors,0.4276425838,1
concept:athlete:carl+AF8-crawford,concept:athleteledsportsteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.2143872857,0
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:madison+AF8-square+AF8-garden,0.4956397116,1
concept:athlete:homer+AF8-bailey,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4153022468,1
concept:athlete:phil+AF8-coke,concept:athleteplayssport,concept:sport:baseball,0.4154197276,1
concept:athlete:eli+AF8-manning,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-giants,0.4154525697,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:wrigley+AF8-field,0.4280184209,1
concept:athlete:chase+AF8-utley,concept:athleteledsportsteam,concept:sportsteam:magic,0.4998057485,1
concept:athlete:steve+AF8-garvey,concept:athleteplayssport,concept:sport:baseball,0.4321557581,1
concept:athlete:grady+AF8-sizemore,concept:athleteplayssport,concept:sport:baseball,0.4070726633,1
concept:athlete:ricky+AF8-nolasco,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:mark+AF8-buehrle,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:honus+AF8-wagner,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:shin+AF8-soo+AF8-choo,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4037350118,1
concept:personmexico:melky+AF8-cabrera,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:coach:jeff+AF8-samardzija,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4813362658,1
concept:personaustralia:david+AF8-pauley,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4828420579,1
concept:athlete:jeff+AF8-nelson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276426435,1
concept:athlete:ryan+AF8-braun,concept:athleteledsportsteam,concept:sportsteam:brewers,0.4480448067,1
concept:athlete:jared+AF8-reiner,concept:athleteplaysforteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.4276425838,1
concept:coach:mark+AF8-kotsay,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsteam:pittsburgh+AF8-penguins,concept:teamplaysinleague,concept:sportsleague:nhl,0.4264363348,1
concept:athlete:brad+AF8-radke,concept:athleteplayssport,concept:sport:baseball,0.4148387313,1
concept:sportsteam:redskins,concept:teamhomestadium,concept:stadiumoreventvenue:fedex+AF8-field,0.4276425838,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:chase+AF8-field,0.4276425838,1
concept:athlete:mike+AF8-gonzalez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:j+AF8-p+AF8AXw-arencibia,concept:athleteplaysforteam,concept:sportsteam:bills,0.4634473324,1
concept:athlete:mehmet+AF8-okur,concept:athleteledsportsteam,concept:sportsteam:jazz,0.4276425838,1
concept:sportsteam:portland+AF8-trailblazers,concept:teamhomestadium,concept:stadiumoreventvenue:rose+AF8-garden+AF8-arena,0.672144711,1
concept:athlete:rafael+AF8-furcal,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4436353147,1
concept:sportsteam:san+AF8-francisco+AF8-49ers,concept:teamhomestadium,concept:stadiumoreventvenue:candlestick+AF8-park,0.4276426435,0
concept:athlete:hank+AF8-aaron,concept:athleteplayssport,concept:sport:baseball,0.438273102,1
concept:athlete:russell+AF8-branyan,concept:athleteplayssport,concept:sport:baseball,0.4344629347,1
concept:athlete:darrell+AF8-rasner,concept:athleteplaysinleague,concept:sportsleague:mlb,0.415430069,1
concept:sportsteam:st+AF8-louis+AF8-cardinals,concept:teamplaysinleague,concept:sportsleague:mlb,0.43302387,1
concept:athlete:akinori+AF8-iwamura,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:brian+AF8-mccann,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsteam:philadelphia+AF8-76ers,concept:teamhomestadium,concept:stadiumoreventvenue:wachovia+AF8-center,0.4044555724,1
concept:athlete:chris+AF8-chambliss,concept:athleteplayssport,concept:sport:baseball,0.7181856036,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:safeco+AF8-field,0.4267269373,1
concept:sportsteam:chicago+AF8-bulls,concept:teamplaysinleague,concept:sportsleague:nba,0.033894366,1
concept:athlete:brett+AF8-favre,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-jets,0.446046412,0
concept:athlete:andre+AF8-barrett,concept:athleteplaysforteam,concept:sportsteam:nets,0.9443958402,1
concept:coach:jeff+AF8-fulchino,concept:athleteplayssport,concept:sport:baseball,0.5185357928,1
concept:sportsteam:houston+AF8-astros,concept:teamplaysinleague,concept:sportsleague:mlb,0.4549107552,1
concept:personmexico:luis+AF8-castillo,concept:athleteplayssport,concept:sport:baseball,0.4549107552,1
concept:athlete:monta+AF8-ellis,concept:athleteplaysforteam,concept:sportsteam:golden+AF8-state+AF8-warriors,0.4617270231,1
concept:sportsteam:wisconsin+AF8-badgers,concept:teamplaysinleague,concept:sportsleague:ncaa,0.4276425838,1
concept:athlete:russell+AF8-martin,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4106097519,1
concept:athlete:conor+AF8-jackson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4736453891,1
concept:athlete:andrew+AF8-miller,concept:athleteplaysforteam,concept:sportsteam:bucks,0.4344629347,0
concept:athlete:brian+AF8-roberts,concept:athleteledsportsteam,concept:sportsteam:orioles,0.4177514613,1
concept:athlete:matt+AF8-williams,concept:athleteplayssport,concept:sport:baseball,0.4407606125,1
concept:athlete:orlando+AF8-hern+AF8-ndez,concept:athleteplayssport,concept:sport:baseball,0.5916664004,1
concept:athlete:tim+AF8-redding,concept:athleteplayssport,concept:sport:baseball,0.4410901666,1
concept:athlete:troy+AF8-tulowitzki,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4407606125,1
concept:athlete:scott+AF8-linebrink,concept:athleteplayssport,concept:sport:baseball,0.5308241844,1
concept:sportsteam:sacramento+AF8-kings,concept:teamhomestadium,concept:stadiumoreventvenue:arco+AF8-arena,0.4856594503,1
concept:athlete:jake+AF8-plummer,concept:athleteledsportsteam,concept:sportsteam:broncos,0.7036633492,1
concept:personmexico:jorge+AF8-campillo,concept:athleteplayssport,concept:sport:baseball,0.4153741598,1
concept:athlete:ryan+AF8-dempster,concept:athleteplayssport,concept:sport:baseball,0.425349474,1
concept:athlete:angel+AF8-berroa,concept:athleteplayssport,concept:sport:baseball,0.4338943958,1
concept:athlete:sidney+AF8-crosby,concept:athletehomestadium,concept:stadiumoreventvenue:mellon+AF8-arena,0.4143873155,1
concept:sport:baseball,concept:sportusesstadium,concept:stadiumoreventvenue:three+AF8-rivers+AF8-stadium,0.4276425838,1
concept:athlete:jason+AF8-motte,concept:athleteplayssport,concept:sport:baseball,0.5379638076,1
concept:athlete:mark+AF8-grace,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsteam:st+AF8AXw-louis+AF8-cardinals,concept:teamhomestadium,concept:stadiumoreventvenue:busch+AF8-memorial+AF8-stadium,0.4276426435,1
concept:athlete:jarrod+AF8-washburn,concept:athleteplayssport,concept:sport:baseball,1,1
concept:athlete:manu+AF8-ginobili,concept:athleteplaysforteam,concept:sportsteam:spurs,0.3992562592,1
concept:personmexico:manny+AF8-ramirez,concept:athleteplayssport,concept:sport:baseball,0.492549628,1
